sql_text,timestamp,query_length,num_joins,num_where,has_order_by,has_group_by,has_having,has_limit,num_subqueries,num_predicates,num_aggregates,has_like,has_in,access_type,key_used,rows_examined,using_filesort,using_temporary,using_index,explain_text,execution_time,buffer_pool_hit_ratio,connections_count,hour_of_day,day_of_week,is_peak_hour,is_slow,query_type,expected_speed
"SELECT c.wilaya, COUNT(*) as total_orders, SUM(o.price) as total_revenue
                    FROM clients c
                    JOIN orders o ON c.id = o.client_id
                    WHERE o.status = 'Livrée'
                    GROUP BY c.wilaya",2026-02-07T14:19:27.560339,285,1,1,0,1,0,0,0,3,2,0,0,ALL,,31107,0,1,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""o"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31106, ""filtered"": 10.0, ""Extra"": ""Using where; Using temporary""}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""c"", ""partitions"": null, ""type"": ""eq_ref"", ""possible_keys"": ""PRIMARY,idx_client_wilaya,idx_client_id,idx_clients_wilaya,idx_clients_wilaya_birthday"", ""key"": ""PRIMARY"", ""key_len"": ""4"", ""ref"": ""pos.o.client_id"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": null}]",0.0257,1.0,2,14,5,1,0,join_aggregate,slow
SELECT * FROM orders WHERE client_id = 30495 LIMIT 10,2026-02-07T14:19:27.605304,53,0,1,0,0,0,1,0,2,0,0,0,ref,idx_orders_1770229108046,1,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""orders"", ""partitions"": null, ""type"": ""ref"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": ""idx_orders_1770229108046"", ""key_len"": ""4"", ""ref"": ""const"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": null}]",0.0029,1.0,2,14,5,1,0,simple_indexed,fast
SELECT * FROM orders WHERE YEAR(orderdate) = 2024,2026-02-07T14:19:27.627503,49,0,1,0,0,0,0,0,3,0,0,0,ALL,,31106,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""orders"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31106, ""filtered"": 100.0, ""Extra"": ""Using where""}]",0.0427,1.0,2,14,5,1,0,function_on_index,slow
SELECT * FROM orders WHERE client_id = 36126 LIMIT 10,2026-02-07T14:19:28.191358,53,0,1,0,0,0,1,0,2,0,0,0,ref,idx_orders_1770229108046,1,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""orders"", ""partitions"": null, ""type"": ""ref"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": ""idx_orders_1770229108046"", ""key_len"": ""4"", ""ref"": ""const"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": null}]",0.0042,1.0,2,14,5,1,0,simple_indexed,fast
"SELECT c.wilaya, COUNT(*) as total_orders, SUM(o.price) as total_revenue
                    FROM clients c
                    JOIN orders o ON c.id = o.client_id
                    WHERE o.status = 'Livrée'
                    GROUP BY c.wilaya",2026-02-07T14:19:28.218202,285,1,1,0,1,0,0,0,3,2,0,0,ALL,,31107,0,1,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""o"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31106, ""filtered"": 10.0, ""Extra"": ""Using where; Using temporary""}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""c"", ""partitions"": null, ""type"": ""eq_ref"", ""possible_keys"": ""PRIMARY,idx_client_wilaya,idx_client_id,idx_clients_wilaya,idx_clients_wilaya_birthday"", ""key"": ""PRIMARY"", ""key_len"": ""4"", ""ref"": ""pos.o.client_id"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": null}]",0.03,1.0,2,14,5,1,0,join_aggregate,slow
"SELECT c.wilaya, COUNT(*) as total_orders, SUM(o.price) as total_revenue
                    FROM clients c
                    JOIN orders o ON c.id = o.client_id
                    WHERE o.status = 'Livrée'
                    GROUP BY c.wilaya",2026-02-07T14:19:28.268647,285,1,1,0,1,0,0,0,3,2,0,0,ALL,,31107,0,1,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""o"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31106, ""filtered"": 10.0, ""Extra"": ""Using where; Using temporary""}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""c"", ""partitions"": null, ""type"": ""eq_ref"", ""possible_keys"": ""PRIMARY,idx_client_wilaya,idx_client_id,idx_clients_wilaya,idx_clients_wilaya_birthday"", ""key"": ""PRIMARY"", ""key_len"": ""4"", ""ref"": ""pos.o.client_id"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": null}]",0.0281,1.0,2,14,5,1,0,join_aggregate,slow
"SELECT c.firstname, o.orderdate, p.name, p.price
                    FROM clients c
                    JOIN orders o ON c.id = o.client_id
                    JOIN cart ca ON o.cart_id = ca.id
                    JOIN products p ON ca.product_id = p.id
                    WHERE o.orderdate > '2024-01-01'
                    LIMIT 100",2026-02-07T14:19:28.315914,374,3,1,0,0,0,1,0,4,0,0,0,ALL,,304619,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""o"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31106, ""filtered"": 33.33, ""Extra"": ""Using where""}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""c"", ""partitions"": null, ""type"": ""eq_ref"", ""possible_keys"": ""PRIMARY,idx_client_id"", ""key"": ""PRIMARY"", ""key_len"": ""4"", ""ref"": ""pos.o.client_id"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": null}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""ca"", ""partitions"": null, ""type"": ""eq_ref"", ""possible_keys"": ""PRIMARY,fk_cart_product"", ""key"": ""PRIMARY"", ""key_len"": ""4"", ""ref"": ""pos.o.cart_id"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": ""Using where""}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""p"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 273511, ""filtered"": 10.0, ""Extra"": ""Using where; Using join buffer (hash join)""}]",0.1266,1.0,2,14,5,1,0,join_3_tables,slow
"SELECT c.wilaya, COUNT(*) as total_orders, SUM(o.price) as total_revenue
                    FROM clients c
                    JOIN orders o ON c.id = o.client_id
                    WHERE o.status = 'Livrée'
                    GROUP BY c.wilaya",2026-02-07T14:19:28.461131,285,1,1,0,1,0,0,0,3,2,0,0,ALL,,31107,0,1,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""o"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31106, ""filtered"": 10.0, ""Extra"": ""Using where; Using temporary""}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""c"", ""partitions"": null, ""type"": ""eq_ref"", ""possible_keys"": ""PRIMARY,idx_client_wilaya,idx_client_id,idx_clients_wilaya,idx_clients_wilaya_birthday"", ""key"": ""PRIMARY"", ""key_len"": ""4"", ""ref"": ""pos.o.client_id"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": null}]",0.0263,1.0,2,14,5,1,0,join_aggregate,slow
SELECT * FROM orders WHERE client_id = 22213 LIMIT 10,2026-02-07T14:19:28.506146,53,0,1,0,0,0,1,0,2,0,0,0,ref,idx_orders_1770229108046,1,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""orders"", ""partitions"": null, ""type"": ""ref"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": ""idx_orders_1770229108046"", ""key_len"": ""4"", ""ref"": ""const"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": null}]",0.0026,1.0,2,14,5,1,0,simple_indexed,fast
"SELECT c.wilaya, COUNT(*) as total_orders, SUM(o.price) as total_revenue
                    FROM clients c
                    JOIN orders o ON c.id = o.client_id
                    WHERE o.status = 'Livrée'
                    GROUP BY c.wilaya",2026-02-07T14:19:28.528314,285,1,1,0,1,0,0,0,3,2,0,0,ALL,,31107,0,1,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""o"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31106, ""filtered"": 10.0, ""Extra"": ""Using where; Using temporary""}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""c"", ""partitions"": null, ""type"": ""eq_ref"", ""possible_keys"": ""PRIMARY,idx_client_wilaya,idx_client_id,idx_clients_wilaya,idx_clients_wilaya_birthday"", ""key"": ""PRIMARY"", ""key_len"": ""4"", ""ref"": ""pos.o.client_id"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": null}]",0.0261,1.0,2,14,5,1,0,join_aggregate,slow
SELECT * FROM orders WHERE YEAR(orderdate) = 2024,2026-02-07T14:19:28.574198,49,0,1,0,0,0,0,0,3,0,0,0,ALL,,31106,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""orders"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31106, ""filtered"": 100.0, ""Extra"": ""Using where""}]",0.0406,1.0,2,14,5,1,0,function_on_index,slow
SELECT * FROM clients LIMIT 87,2026-02-07T14:19:28.634412,30,0,0,0,0,0,1,0,0,0,0,0,ALL,,31051,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""clients"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31051, ""filtered"": 100.0, ""Extra"": null}]",0.0036,1.0,2,14,5,1,0,simple_limit,fast
"SELECT c.firstname, o.orderdate, p.name, p.price
                    FROM clients c
                    JOIN orders o ON c.id = o.client_id
                    JOIN cart ca ON o.cart_id = ca.id
                    JOIN products p ON ca.product_id = p.id
                    WHERE o.orderdate > '2024-01-01'
                    LIMIT 100",2026-02-07T14:19:28.656576,374,3,1,0,0,0,1,0,4,0,0,0,ALL,,304619,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""o"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31106, ""filtered"": 33.33, ""Extra"": ""Using where""}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""c"", ""partitions"": null, ""type"": ""eq_ref"", ""possible_keys"": ""PRIMARY,idx_client_id"", ""key"": ""PRIMARY"", ""key_len"": ""4"", ""ref"": ""pos.o.client_id"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": null}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""ca"", ""partitions"": null, ""type"": ""eq_ref"", ""possible_keys"": ""PRIMARY,fk_cart_product"", ""key"": ""PRIMARY"", ""key_len"": ""4"", ""ref"": ""pos.o.cart_id"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": ""Using where""}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""p"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 273511, ""filtered"": 10.0, ""Extra"": ""Using where; Using join buffer (hash join)""}]",0.1029,1.0,2,14,5,1,0,join_3_tables,slow
"SELECT c.firstname, c.lastname,
                        (SELECT COUNT(*) FROM orders o WHERE o.client_id = c.id) as order_count
                    FROM clients c
                    WHERE (SELECT COUNT(*) FROM orders o WHERE o.client_id = c.id) > 5
                    LIMIT 100",2026-02-07T14:19:29.282179,317,0,3,0,0,0,1,2,6,2,0,0,ALL,,31053,0,0,0,"[{""id"": 1, ""select_type"": ""PRIMARY"", ""table"": ""c"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31051, ""filtered"": 100.0, ""Extra"": ""Using where""}, {""id"": 3, ""select_type"": ""DEPENDENT SUBQUERY"", ""table"": ""o"", ""partitions"": null, ""type"": ""ref"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": ""idx_orders_1770229108046"", ""key_len"": ""4"", ""ref"": ""pos.c.id"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": ""Using index""}, {""id"": 2, ""select_type"": ""DEPENDENT SUBQUERY"", ""table"": ""o"", ""partitions"": null, ""type"": ""ref"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": ""idx_orders_1770229108046"", ""key_len"": ""4"", ""ref"": ""pos.c.id"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": ""Using index""}]",0.011,1.0,2,14,5,1,0,subquery_correlated,slow
SELECT * FROM products WHERE id = 9944,2026-02-07T14:19:29.316402,38,0,1,0,0,0,0,0,1,0,0,0,ALL,,273511,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""products"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 273511, ""filtered"": 10.0, ""Extra"": ""Using where""}]",0.2982,1.0,2,14,5,1,0,simple_pk,fast
SELECT * FROM clients WHERE firstname LIKE '%Ali%',2026-02-07T14:19:29.635151,50,0,1,0,0,0,0,0,1,0,1,0,ALL,,31051,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""clients"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31051, ""filtered"": 11.11, ""Extra"": ""Using where""}]",0.0304,1.0,2,14,5,1,0,full_scan_like,very_slow
"SELECT client_id, COUNT(*) as order_count, SUM(price) as total_spent
                    FROM orders
                    GROUP BY client_id
                    HAVING COUNT(*) > 5
                    ORDER BY total_spent DESC
                    LIMIT 100",2026-02-07T14:19:29.685642,293,0,0,1,1,1,1,0,3,3,0,0,index,idx_orders_1770229108046,31106,1,1,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""orders"", ""partitions"": null, ""type"": ""index"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": ""idx_orders_1770229108046"", ""key_len"": ""7"", ""ref"": null, ""rows"": 31106, ""filtered"": 100.0, ""Extra"": ""Using temporary; Using filesort""}]",0.0922,1.0,2,14,5,1,0,aggregate_having,slow
"SELECT category, COUNT(*) as count, AVG(price) as avg_price FROM products GROUP BY category",2026-02-07T14:19:29.795227,91,0,0,0,1,0,0,0,2,2,0,0,ALL,,273511,0,1,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""products"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 273511, ""filtered"": 100.0, ""Extra"": ""Using temporary""}]",0.4933,1.0,2,14,5,1,0,aggregate_simple,medium
"SELECT c.firstname, o.orderdate, p.name, p.price
                    FROM clients c
                    JOIN orders o ON c.id = o.client_id
                    JOIN cart ca ON o.cart_id = ca.id
                    JOIN products p ON ca.product_id = p.id
                    WHERE o.orderdate > '2024-01-01'
                    LIMIT 100",2026-02-07T14:19:30.306752,374,3,1,0,0,0,1,0,4,0,0,0,ALL,,304619,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""o"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31106, ""filtered"": 33.33, ""Extra"": ""Using where""}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""c"", ""partitions"": null, ""type"": ""eq_ref"", ""possible_keys"": ""PRIMARY,idx_client_id"", ""key"": ""PRIMARY"", ""key_len"": ""4"", ""ref"": ""pos.o.client_id"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": null}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""ca"", ""partitions"": null, ""type"": ""eq_ref"", ""possible_keys"": ""PRIMARY,fk_cart_product"", ""key"": ""PRIMARY"", ""key_len"": ""4"", ""ref"": ""pos.o.cart_id"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": ""Using where""}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""p"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 273511, ""filtered"": 10.0, ""Extra"": ""Using where; Using join buffer (hash join)""}]",0.1029,1.0,2,14,5,1,0,join_3_tables,slow
"SELECT c.firstname, o.orderdate, p.name, p.price
                    FROM clients c
                    JOIN orders o ON c.id = o.client_id
                    JOIN cart ca ON o.cart_id = ca.id
                    JOIN products p ON ca.product_id = p.id
                    WHERE o.orderdate > '2024-01-01'
                    LIMIT 100",2026-02-07T14:19:30.428255,374,3,1,0,0,0,1,0,4,0,0,0,ALL,,304619,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""o"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31106, ""filtered"": 33.33, ""Extra"": ""Using where""}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""c"", ""partitions"": null, ""type"": ""eq_ref"", ""possible_keys"": ""PRIMARY,idx_client_id"", ""key"": ""PRIMARY"", ""key_len"": ""4"", ""ref"": ""pos.o.client_id"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": null}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""ca"", ""partitions"": null, ""type"": ""eq_ref"", ""possible_keys"": ""PRIMARY,fk_cart_product"", ""key"": ""PRIMARY"", ""key_len"": ""4"", ""ref"": ""pos.o.cart_id"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": ""Using where""}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""p"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 273511, ""filtered"": 10.0, ""Extra"": ""Using where; Using join buffer (hash join)""}]",0.1085,1.0,2,14,5,1,0,join_3_tables,slow
SELECT * FROM clients LIMIT 100,2026-02-07T14:19:30.553958,31,0,0,0,0,0,1,0,0,0,0,0,ALL,,31051,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""clients"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31051, ""filtered"": 100.0, ""Extra"": null}]",0.0041,1.0,2,14,5,1,0,simple_limit,fast
"SELECT c.firstname, c.lastname, o.orderdate, o.price
                    FROM clients c
                    JOIN orders o ON c.id = o.client_id
                    WHERE c.id = 18966",2026-02-07T14:19:30.574901,220,1,1,0,0,0,0,0,3,0,0,0,const,PRIMARY,3,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""c"", ""partitions"": null, ""type"": ""const"", ""possible_keys"": ""PRIMARY,idx_client_id"", ""key"": ""PRIMARY"", ""key_len"": ""4"", ""ref"": ""const"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": null}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""o"", ""partitions"": null, ""type"": ""ref"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": ""idx_orders_1770229108046"", ""key_len"": ""4"", ""ref"": ""const"", ""rows"": 2, ""filtered"": 100.0, ""Extra"": null}]",0.0025,1.0,2,14,5,1,0,join_2_tables,medium
"SELECT c.firstname, o.orderdate, p.name, p.price
                    FROM clients c
                    JOIN orders o ON c.id = o.client_id
                    JOIN cart ca ON o.cart_id = ca.id
                    JOIN products p ON ca.product_id = p.id
                    WHERE o.orderdate > '2024-01-01'
                    LIMIT 100",2026-02-07T14:19:30.596737,374,3,1,0,0,0,1,0,4,0,0,0,ALL,,304619,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""o"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31106, ""filtered"": 33.33, ""Extra"": ""Using where""}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""c"", ""partitions"": null, ""type"": ""eq_ref"", ""possible_keys"": ""PRIMARY,idx_client_id"", ""key"": ""PRIMARY"", ""key_len"": ""4"", ""ref"": ""pos.o.client_id"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": null}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""ca"", ""partitions"": null, ""type"": ""eq_ref"", ""possible_keys"": ""PRIMARY,fk_cart_product"", ""key"": ""PRIMARY"", ""key_len"": ""4"", ""ref"": ""pos.o.cart_id"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": ""Using where""}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""p"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 273511, ""filtered"": 10.0, ""Extra"": ""Using where; Using join buffer (hash join)""}]",0.1053,1.0,2,14,5,1,0,join_3_tables,slow
